NO,課程碼,主開課程碼,開課單位,科目名稱,學分,選別,期次,授課教師/專長,授課語言,週別,星期,節次,教室,週別,星期,節次,教室,週別,星期,節次,教室,是否開放大四生上修,備註,可選課年級／分發優先順序,課程人數／屬性資料,通識領域／學群,是否開放選課條,大綱
228,D130333760,,廣告三,策展實務 Curatorial Practice,2.00,選,學期,黃盟欽 專長： 新媒體科技藝術、策展規劃執行、數位媒體影音、互動藝術設計、錄像藝術,中英文,全,一(Mon),D5-D6,LF315,,,,,,,,,否,,最低年級： 三年級 最高年級： 四年級 分發優先順序： 2開課系所高年級學生優先,開放： 55 外系： 10 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
229,D130334344,,廣告三,數位公關 Digital Publice Relations,2.00,選,學期,尤元靖 專長： 25年公關專業顧問服務經驗、20年大學教授經驗。,中文,全,四(Thu),D3-D4,LF314,,,,,,,,,否,,最低年級： 一年級 最高年級： 四年級 分發優先順序： 1開課單位學生優先,開放： 55 外系： 10 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
230,D130337371,,廣告三,地方創業創意行銷 Local Entrepreneurship and Creative Marketing,2.00,選,學期,"陳巧捷 專長： 消費者觀察與分析,消費行為",中文,全,一(Mon),D7-D8,LF207,,,,,,,,,否,,最低年級： 三年級 最高年級： 四年級 分發優先順序： 1開課單位學生優先,開放： 36 外系： 5 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
231,D130407042A,,廣告四,廣告專案活動展示設計 Display Design of Advertising Campaign,2.00,選,學期,蔡智翔 專長： 廣告實務、數位（社群）行銷、國際廣告、廣告設計、創意原理,中文,全,一(Mon),D5-D6,LF210,,,,,,,,,否,,最低年級： 四年級 最高年級： 四年級 分發優先順序： 1開課單位學生優先,開放： 35 外系： 0 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
232,D130407042B,,廣告四,廣告專案活動展示設計 Display Design of Advertising Campaign,2.00,選,學期,蔡智翔 專長： 廣告實務、數位（社群）行銷、國際廣告、廣告設計、創意原理,中文,全,一(Mon),D7-D8,LF210,,,,,,,,,否,,最低年級： 四年級 最高年級： 四年級 分發優先順序： 1開課單位學生優先,開放： 35 外系： 0 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
233,D160303638,,體育學組三,羽球 Badminton,2.00,選,學期,呂芳陽 專長： 羽球、羽球實務與欣賞,中文,全,一(Mon),D5-D6,中美堂,,,,,,,,,否,,最低年級： 三年級 最高年級： 四年級 分發優先順序： 1開課單位學生優先,開放： 70 外系： 0 屬性： 拒退拒加 拒退年級： 不設定,領域： 學群：,否,
234,D160336109,,體育學組三,運動賽事導播製作與實務 Sports event director production and practice,2.00,選,學期,羅子建 專長： 運動與媒體、運動數位媒體實作、運動賽事轉播製作、棒壘球,中文,全,四(Thu),D7-D8,LE404A,,,,,,,,,否,,最低年級： 三年級 最高年級： 四年級 分發優先順序： 1開課單位學生優先,開放： 60 外系： 10 屬性： 拒退拒加 拒退年級： 不設定,領域： 學群：,否,
235,D160336854,,體育學組三,"運動數據應用與比賽表現分析 Data Analytics in Sports: Applications, Prospects, and Match Performance 英-專業",2.00,選,學期,謝宗諭 專長： 體育、運動心理學,全英文,全,四(Thu),D1-D2,LE204,,,,,,,,,否,,最低年級： 三年級 最高年級： 四年級 分發優先順序： 1開課單位學生優先,開放： 70 外系： 20 屬性： 拒退拒加 拒退年級： 不設定,領域： 學群：,否,
236,D160423540,D160123534,體育學組四,專長項目(舉重)(八) S.E.(Weight Lifting)(8),4.00,選,學期,郭婞淳 專長： 舉重,中文,全,三(Wed),D7-D8,LP107,,,,,,,,,否,僅限舉重專長學生修習,最低年級： 四年級 最高年級： 七年級 分發優先順序： 1開課單位學生優先,開放： 10 外系： 0 屬性： 拒退拒加 拒退年級： 不設定,領域： 學群：,否,
237,D160423548,D160123542,體育學組四,專長項目(柔道)(八) S.E. (Judo)(8),4.00,選,學期,黃柏芳 專長： 柔道,中文,全,四(Thu),D7-D8,不需要教室,,,,,,,,,否,僅限柔道專長生修課。上課地點：士林家商與竹圍高中。,最低年級： 四年級 最高年級： 七年級 分發優先順序： 1開課單位學生優先,開放： 10 外系： 0 屬性： 拒退拒加 拒退年級： 不設定,領域： 學群：,否,
238,D160423564,D160123558,體育學組四,專長項目(舞蹈)(八) S.E.(Dance)(8),4.00,選,學期,郭銘勻 專長： 舞蹈,中文,全,四(Thu),D7-D8,不需要教室,,,,,,,,,否,僅限舞蹈專長生修課。上課地點：泰山體育館。,最低年級： 四年級 最高年級： 七年級 分發優先順序： 1開課單位學生優先,開放： 10 外系： 0 屬性： 拒退拒加 拒退年級： 不設定,領域： 學群：,否,
239,D160423592,D160123586,體育學組四,專長項目(網球）(八) S.E.(Tennis)(8),4.00,選,學期,謝鎮偉 專長： 保齡球、撞球、網球,中文,全,三(Wed),D7-D8,網球場,,,,,,,,,否,僅限網球專長生修課,最低年級： 四年級 最高年級： 七年級 分發優先順序： 1開課單位學生優先,開放： 10 外系： 0 屬性： 拒退拒加 拒退年級： 不設定,領域： 學群：,否,
240,D170201587,,競技組二,足球 Soccer,2.00,選,學期,邱奕文 專長： 足球、運動管理訓練學、重量訓練,中文,全,五(Fri),D1-D2,足球場,,,,,,,,,否,,最低年級： 二年級 最高年級： 四年級 分發優先順序： 1開課單位學生優先,開放： 110 外系： 0 屬性： 可退拒加 拒退年級： 不設定,領域： 學群：,否,
241,D170202979,,競技組二,體操 Gymnastic,2.00,選,學期,陳楸杉 專長： 有氧舞蹈 瑜珈 體操,中文,全,一(Mon),D3-D4,LE001,,,,,,,,,否,,最低年級： 二年級 最高年級： 四年級 分發優先順序： 1開課單位學生優先,開放： 75 外系： 0 屬性： 拒退拒加 拒退年級： 不設定,領域： 學群：,否,
242,D170205872,,競技組二,棒壘球 Baseball and Softball 英-專業,2.00,選,學期,羅子建 專長： 運動與媒體、運動數位媒體實作、運動賽事轉播製作、棒壘球,全英文,全,四(Thu),D1-D2,壘球場,,,,,,,,,否,,最低年級： 二年級 最高年級： 四年級 分發優先順序： 1開課單位學生優先,開放： 60 外系： 0 屬性： 拒退拒加 拒退年級： 不設定,領域： 學群：,否,
243,D170302073,D160202073,競技組三,國術 Chinese Martial Art,2.00,選,學期,"韓基祥 專長： 國術,太極拳",中文,全,三(Wed),D1-D2,LE001,,,,,,,,,否,,最低年級： 三年級 最高年級： 七年級 分發優先順序： 1開課單位學生優先,開放： 35 外系： 0 屬性： 拒退拒加 拒退年級： 不設定,領域： 學群：,否,
244,D170316543,,競技組三,運動團隊管理 Team Management Sport,2.00,選,學期,邱奕文 專長： 足球、運動管理訓練學、重量訓練,中文,全,五(Fri),D5-D6,LE104,,,,,,,,,否,,最低年級： 三年級 最高年級： 四年級 分發優先順序： 1開課單位學生優先,開放： 81 外系： 0 屬性： 拒退拒加 拒退年級： 不設定,領域： 學群：,否,
245,D170336855,,競技組三,龍舟 Dragon Boat,2.00,選,學期,楊漢琛 專長： 體適能與健康管理、體適能檢測體育運動處方、健康與體育概論、社區健康營造,中文,全,三(Wed),D3-D4,LE106,,,,,,,,,否,,最低年級： 三年級 最高年級： 四年級 分發優先順序： 1開課單位學生優先,開放： 50 外系： 5 屬性： 拒退拒加 拒退年級： 不設定,領域： 學群：,否,
246,D180112577,,運管組一,應用運動解剖學 Kinesiology 英-專業,2.00,選,學期,陳譽仁 專長： 運動生理學、運動產業,全英文,全,一(Mon),D7-D8,LE202,,,,,,,,,否,,最低年級： 一年級 最高年級： 四年級 分發優先順序： 1開課單位學生優先,開放： 80 外系： 0 屬性： 拒退拒加 拒退年級： 不設定,領域： 學群：,否,
247,D180222697,,運管組二,儀器治療學與實習 Therapeutic Modalities & Practicum 英-專業,2.00,選,學期,張耘齊 專長： 運動生理學,全英文,全,三(Wed),D3-D4,LE203,,,,,,,,,否,,最低年級： 二年級 最高年級： 四年級 分發優先順序： 2開課系所高年級學生優先,開放： 65 外系： 0 屬性： 拒退拒加 拒退年級： 不設定,領域： 學群：,否,
248,D180305872,D170205872,運管組三,棒壘球 Baseball and Softball 英-專業,2.00,選,學期,羅子建 專長： 運動與媒體、運動數位媒體實作、運動賽事轉播製作、棒壘球,全英文,全,四(Thu),D1-D2,壘球場,,,,,,,,,否,,最低年級： 三年級 最高年級： 七年級 分發優先順序： 1開課單位學生優先,開放： 30 外系： 0 屬性： 拒退拒加 拒退年級： 不設定,領域： 學群：,否,
249,D180323523,,運管組三,運動網站企劃與經營 Planning and Mangement of Sport Website,2.00,選,學期,羅子建 專長： 運動與媒體、運動數位媒體實作、運動賽事轉播製作、棒壘球,中文,全,三(Wed),D1-D2,LE404A,,,,,,,,,否,,最低年級： 三年級 最高年級： 四年級 分發優先順序： 1開課單位學生優先,開放： 70 外系： 0 屬性： 可退拒加 拒退年級： 不設定,領域： 學群：,否,
250,D180325128,,運管組三,運動防護實習 Internship of Sports Protection,2.00,選,學期,許應勃 專長： 運動傷害評估學,中文,全,一(Mon),D7-D8,LE305,,,,,,,,,否,須已修畢運傷急救、運傷評估學、解剖生理學。,最低年級： 三年級 最高年級： 四年級 分發優先順序： 1開課單位學生優先,開放： 80 外系： 15 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
251,D180336855,D170336855,運管組三,龍舟 Dragon Boat,2.00,選,學期,楊漢琛 專長： 體適能與健康管理、體適能檢測體育運動處方、健康與體育概論、社區健康營造,中文,全,三(Wed),D3-D4,LE106,,,,,,,,,否,,最低年級： 三年級 最高年級： 七年級 分發優先順序： 1開課單位學生優先,開放： 30 外系： 0 屬性： 拒退拒加 拒退年級： 不設定,領域： 學群：,否,
252,D1B0103544,D310103544,資數組一,Ｃ語言 C Language 程,3.00,選,學期,郭文彥 專長： 程式語言,中文,全,四(Thu),DN-D6,LE402,,,,,,,,,否,,最低年級： 一年級 最高年級： 四年級 分發優先順序： 2開課系所高年級學生優先,開放： 20 外系： 0 屬性： 不代入 拒退年級： 不設定,領域： 學群：,否,
253,D1B0135831,D310135831,資數組一,數學物理入門(四) Introduction to Mathematical Physics (IV) 英-專業,2.00,選,學期,葉乃實 專長： 流體力學、應用數學,全英文,全,二(Tue),D1-D2,MA307,,,,,,,,,否,,最低年級： 一年級 最高年級： 四年級 分發優先順序： 2開課系所高年級學生優先,開放： 30 外系： 0 屬性： 不代入 拒退年級： 不設定,領域： 學群：,否,
254,D1B0211513,,資數組二,線性代數專題(二) Special Topics in Linear Algebra (II),2.00,選,學期,楊南屏 專長： 近似理論、泛函分析,中文,全,四(Thu),D3-D4,MA405,,,,,,,,,否,線性代數專題(一)及格方可修讀。,最低年級： 二年級 最高年級： 四年級 分發優先順序： 1開課單位學生優先,開放： 50 外系： 20 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
255,D1B0231426,,資數組二,動態網頁設計 Dynamic Web Design 程,3.00,選,學期,陳奕兆 專長： Java程式語言,中文,全,一(Mon),D5-D7,MA402,,,,,,,,,否,,最低年級： 二年級 最高年級： 四年級 分發優先順序： 2開課系所高年級學生優先,開放： 35 外系： 0 屬性： 不代入 拒退年級： 不設定,領域： 學群：,否,
256,D1B0331358,,資數組三,深度學習 Deep Learning 程,3.00,選,學期,陳泓勳 專長： 圖論、演算法、機器學習,中文,全,五(Fri),D5-D7,SE117,,,,,,,,,否,,最低年級： 三年級 最高年級： 四年級 分發優先順序： 1開課單位學生優先,開放： 25 外系： 0 屬性： 不代入 拒退年級： 不設定,領域： 學群：,否,
257,D1I0237625,,智慧資安二,道德駭客 Ethical Hacking 英-專業,3.00,選,學期,黎俊榮 專長： 資訊安全、資訊與通訊系統安全   、密碼學、 區塊鏈,全英文,全,五(Fri),DN-D6,ES301,,,,,,,,,否,,最低年級： 一年級 最高年級： 四年級 分發優先順序： 1開課單位學生優先,開放： 50 外系： 0 屬性： 拒退可加 拒退年級： 不設定,領域： 學群：,否,
258,D1I0336090,,智慧資安三,企業紫隊攻防與實務演練 Enterprise purple team offensive and defensive and practical drills,3.00,選,學期,蔣恒偉 專長： 資訊安全,中文,全,四(Thu),D5-D7,JS108,,,,,,,,,否,,最低年級： 三年級 最高年級： 四年級 分發優先順序： 2開課系所高年級學生優先,開放： 40 外系： 0 屬性： 拒退可加 拒退年級： 不設定,領域： 學群：,否,
259,D1I0337635,,智慧資安三,Apple 裝置資訊安全暨實務演練 Apple device security and practical exercises,3.00,選,學期,陳嘉宏 專長： 密碼學、公開金鑰基礎建設、生物辨識、蘋果設備與行動設備資訊安全,中文,全,四(Thu),D5-D7,SF551,,,,,,,,,否,,最低年級： 一年級 最高年級： 四年級 分發優先順序： 1開課單位學生優先,開放： 60 外系： 0 屬性： 拒退可加 拒退年級： 不設定,領域： 學群：,否,
260,D1I0413859,,智慧資安四,產業實習 Internship 實,9.00,選,學期,許見章 專長： 人工智慧、專家系統、行動運算,中文,,,-,不需要教室,,,,,,,,,否,,最低年級： 三年級 最高年級： 四年級 分發優先順序： 1開課單位學生優先,開放： 30 外系： 0 屬性： 拒退拒加 拒退年級： 不設定,領域： 學群：,否,
261,D1J0109342,,跨域全英一,新聞英文閱讀 Learning to Read Journalistic English 英-專業,2.00,選,學期,吳娟 專長： 英語教學、英語遠距教學及線上教材製作、英語課程規劃,全英文,全,四(Thu),D5-D6,ES709,,,,,,,,,否,,最低年級： 一年級 最高年級： 四年級 分發優先順序： 1開課單位學生優先,開放： 60 外系： 20 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
262,D1J0236469,,跨域全英二,音樂與藝術賞析 Music and Art Appreciation 英-專業,2.00,選,學期,張詠晴 專長： 企業社會責任(CSR)、社會創業及社會企業、時尚產業,全英文,全,三(Wed),D7-D8,ES309,,,,,,,,,否,,最低年級： 二年級 最高年級： 七年級 分發優先順序： 1開課單位學生優先,開放： 60 外系： 20 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
